STEMMING,tokenized_sents,polarity_score,polarity
siegblackmoon tanyakanrl suami salah kdrt seperti istri salah uang rumah teriak begitu pakai live dibicarain baik2 dalam rumah ekonomi nih riskan emosional,"['siegblackmoon', 'tanyakanrl', 'suami', 'salah', 'kdrt', 'seperti', 'istri', 'salah', 'uang', 'rumah', 'teriak', 'begitu', 'pakai', 'live', 'dibicarain', 'baik2', 'dalam', 'rumah', 'ekonomi', 'nih', 'riskan', 'emosional']",-5,-1
story0fpaper parah kdrt sih,"['story0fpaper', 'parah', 'kdrt', 'sih']",-5,-1
cairanbiji kegblgnunfaedh kdrt selingkuh sabar saja apa ada cerai,"['cairanbiji', 'kegblgnunfaedh', 'kdrt', 'selingkuh', 'sabar', 'saja', 'apa', 'ada', 'cerai']",-9,-1
tanyakanrl kost only putri campur didapetin suami nya kdrt nya desah dengerin caci maki suami nya istri nya plus lempar lempar mirip piring gelas terus langsung pindah yang kost cewek,"['tanyakanrl', 'kost', 'only', 'putri', 'campur', 'didapetin', 'suami', 'nya', 'kdrt', 'nya', 'desah', 'dengerin', 'caci', 'maki', 'suami', 'nya', 'istri', 'nya', 'plus', 'lempar', 'lempar', 'mirip', 'piring', 'gelas', 'terus', 'langsung', 'pindah', 'yang', 'kost', 'cewek']",-7,-1
isu selingkuh cerai kdrt suami yang tidak mau kasih nafkah anak istri etc etc nyelip kisah yang gemes kaya gin,"['isu', 'selingkuh', 'cerai', 'kdrt', 'suami', 'yang', 'tidak', 'mau', 'kasih', 'nafkah', 'anak', 'istri', 'etc', 'etc', 'nyelip', 'kisah', 'yang', 'gemes', 'kaya', 'gin']",-19,-1
salima252lagi gin lho ya alas males kerja tidak nafkahin kdrt oke dicerein tapi nafkahin lebih2 tinggal nyaman didik anak jamin sudah cerah ya udahlah enak ngurusi ibadah orglain pasang tidak bahagia hidup,"['salima252lagi', 'gin', 'lho', 'ya', 'alas', 'males', 'kerja', 'tidak', 'nafkahin', 'kdrt', 'oke', 'dicerein', 'tapi', 'nafkahin', 'lebih2', 'tinggal', 'nyaman', 'didik', 'anak', 'jamin', 'sudah', 'cerah', 'ya', 'udahlah', 'enak', 'ngurusi', 'ibadah', 'orglain', 'pasang', 'tidak', 'bahagia', 'hidup']",-4,-1
8 reaksi teman rui https t co brqr1oaqhm,"['8', 'reaksi', 'teman', 'rui', 'https', 't', 'co', 'brqr1oaqhm']",-3,-1
nicesessities kdrt nikmat rumah tangga,"['nicesessities', 'kdrt', 'nikmat', 'rumah', 'tangga']",3,1
tanyakanrl tolong kdrt hukum mati,"['tanyakanrl', 'tolong', 'kdrt', 'hukum', 'mati']",-3,-1
hiddennotwell tanyarlfes selingkuh kdrt sih yang ku toleransi ngliatin cwe2 cakap saya saja kalau cewek cantik juga auto tengok pakabar lakik kalau lakik ganteng saya juga suka ngliat hoho kalau psgn tidak toleransi ya lagi komit msg2,"['hiddennotwell', 'tanyarlfes', 'selingkuh', 'kdrt', 'sih', 'yang', 'ku', 'toleransi', 'ngliatin', 'cwe2', 'cakap', 'saya', 'saja', 'kalau', 'cewek', 'cantik', 'juga', 'auto', 'tengok', 'pakabar', 'lakik', 'kalau', 'lakik', 'ganteng', 'saya', 'juga', 'suka', 'ngliat', 'hoho', 'kalau', 'psgn', 'tidak', 'toleransi', 'ya', 'lagi', 'komit', 'msg2']",-32,-1
bluebabyyy1 tanyakanrl saya rasa sekali sulit ekonomi ayah tingkah tidak sampai ngalamin kdrt nyokap saya tahu ayah saya manipulatif paksa nikah karena omong bibi yang bilang malu kalau dibatalin andai batalin tidak hidup sulit ekonomi kek gin,"['bluebabyyy1', 'tanyakanrl', 'saya', 'rasa', 'sekali', 'sulit', 'ekonomi', 'ayah', 'tingkah', 'tidak', 'sampai', 'ngalamin', 'kdrt', 'nyokap', 'saya', 'tahu', 'ayah', 'saya', 'manipulatif', 'paksa', 'nikah', 'karena', 'omong', 'bibi', 'yang', 'bilang', 'malu', 'kalau', 'dibatalin', 'andai', 'batalin', 'tidak', 'hidup', 'sulit', 'ekonomi', 'kek', 'gin']",-49,-1
tanyakanrl pindah agama solusi tukang selingkuh ma kdrt alir agama hati hati cari pasang sesal umur hidup cari klop sesuai cepat cepat derita,"['tanyakanrl', 'pindah', 'agama', 'solusi', 'tukang', 'selingkuh', 'ma', 'kdrt', 'alir', 'agama', 'hati', 'hati', 'cari', 'pasang', 'sesal', 'umur', 'hidup', 'cari', 'klop', 'sesuai', 'cepat', 'cepat', 'derita']",-19,-1
yang kdrt cowok yang mukulin cowok yang kasih nasehat tetap yang cewek,"['yang', 'kdrt', 'cowok', 'yang', 'mukulin', 'cowok', 'yang', 'kasih', 'nasehat', 'tetap', 'yang', 'cewek']",-16,-1
drama nikah kalau tidak selingkuh ekonomi habis visi misi tidak cocok ya cerai n nseandainya ku wajib ku wajib nikah makan cerai kecuali kdrt n njd pasang usaha gimna tidak cerai,"['drama', 'nikah', 'kalau', 'tidak', 'selingkuh', 'ekonomi', 'habis', 'visi', 'misi', 'tidak', 'cocok', 'ya', 'cerai', 'n', 'nseandainya', 'ku', 'wajib', 'ku', 'wajib', 'nikah', 'makan', 'cerai', 'kecuali', 'kdrt', 'n', 'njd', 'pasang', 'usaha', 'gimna', 'tidak', 'cerai']",-39,-1
tanyarlfes kalau liat gin ingin nikah gilir liat yang kdrt selingkuh cerai ciut sangat nikah,"['tanyarlfes', 'kalau', 'liat', 'gin', 'ingin', 'nikah', 'gilir', 'liat', 'yang', 'kdrt', 'selingkuh', 'cerai', 'ciut', 'sangat', 'nikah']",-20,-1
banyak berita ttng cerai selingkuh kdrt dan lain takut meni undur usia target meni entah,"['banyak', 'berita', 'ttng', 'cerai', 'selingkuh', 'kdrt', 'dan', 'lain', 'takut', 'meni', 'undur', 'usia', 'target', 'meni', 'entah']",-19,-1
tanyakanrl istri malu suami halayak netizen dengan live pas mood jelek marah marah npesan wanita cari lelaki yang minimal nafkah kadang nakal sedikit jadi hehe,"['tanyakanrl', 'istri', 'malu', 'suami', 'halayak', 'netizen', 'dengan', 'live', 'pas', 'mood', 'jelek', 'marah', 'marah', 'npesan', 'wanita', 'cari', 'lelaki', 'yang', 'minimal', 'nafkah', 'kadang', 'nakal', 'sedikit', 'jadi', 'hehe']",-24,-1
doharuwoo prah kamu kdrt,"['doharuwoo', 'prah', 'kamu', 'kdrt']",0,1
tidak pernah ubah dari pdkt smp sekarang nikah punya anak bikin atm 2 untuk anak amp istri yang bulan isi tabung msing2 boros dapat istri yang super hemat suruh belanja ngabisin duit males https t co txl5psnrgc,"['tidak', 'pernah', 'ubah', 'dari', 'pdkt', 'smp', 'sekarang', 'nikah', 'punya', 'anak', 'bikin', 'atm', '2', 'untuk', 'anak', 'amp', 'istri', 'yang', 'bulan', 'isi', 'tabung', 'msing2', 'boros', 'dapat', 'istri', 'yang', 'super', 'hemat', 'suruh', 'belanja', 'ngabisin', 'duit', 'males', 'https', 't', 'co', 'txl5psnrgc']",-27,-1
hiddennotwell tanyarlfes selingkuh kdrt bicara kasar yang ngerendahin yang tidak bisa tolerir,"['hiddennotwell', 'tanyarlfes', 'selingkuh', 'kdrt', 'bicara', 'kasar', 'yang', 'ngerendahin', 'yang', 'tidak', 'bisa', 'tolerir']",-20,-1
tabib tweet tidak makan tidak ngerecokin rumah tangga orang yach min gin cari makan keluarga moga keluarga kamu tidak cereh minimal kdrt for kamu min,"['tabib', 'tweet', 'tidak', 'makan', 'tidak', 'ngerecokin', 'rumah', 'tangga', 'orang', 'yach', 'min', 'gin', 'cari', 'makan', 'keluarga', 'moga', 'keluarga', 'kamu', 'tidak', 'cereh', 'minimal', 'kdrt', 'for', 'kamu', 'min']",-18,-1
bukanjawexp tidak saya takut kdrt cerein selingkuhin bentak suami tidak mau,"['bukanjawexp', 'tidak', 'saya', 'takut', 'kdrt', 'cerein', 'selingkuhin', 'bentak', 'suami', 'tidak', 'mau']",-17,-1
pikir caca kalau caca proses hijrah ajar nafkah kdrt tapi bagai istri pimpin imam soleh,"['pikir', 'caca', 'kalau', 'caca', 'proses', 'hijrah', 'ajar', 'nafkah', 'kdrt', 'tapi', 'bagai', 'istri', 'pimpin', 'imam', 'soleh']",-2,-1
kdrt aowakowakowka mizuki,"['kdrt', 'aowakowakowka', 'mizuki']",0,1
liat desta cerai sender jadi ganti agama katolik saja karena tidak cerai katolik,"['liat', 'desta', 'cerai', 'sender', 'jadi', 'ganti', 'agama', 'katolik', 'saja', 'karena', 'tidak', 'cerai', 'katolik']",-22,-1
kuskuscoko kegblgnunfaedh otak kriminal kaya kamu ya tahu memang kawin kontrak saja n nlah kalau sudah sm2 tidak bisa kompromi bagaimana rumah tangga yang ribut anak ngeliat orang tua ribut belum lagi bisa potensi kdrt rumah tangga kaya begitu yang kamu memang otak kriminal kamu mah,"['kuskuscoko', 'kegblgnunfaedh', 'otak', 'kriminal', 'kaya', 'kamu', 'ya', 'tahu', 'memang', 'kawin', 'kontrak', 'saja', 'n', 'nlah', 'kalau', 'sudah', 'sm2', 'tidak', 'bisa', 'kompromi', 'bagaimana', 'rumah', 'tangga', 'yang', 'ribut', 'anak', 'ngeliat', 'orang', 'tua', 'ribut', 'belum', 'lagi', 'bisa', 'potensi', 'kdrt', 'rumah', 'tangga', 'kaya', 'begitu', 'yang', 'kamu', 'memang', 'otak', 'kriminal', 'kamu', 'mah']",-18,-1
metawyin balik ah kajo suka kdrt,"['metawyin', 'balik', 'ah', 'kajo', 'suka', 'kdrt']",-1,-1
https t co blbqzudq9h,"['https', 't', 'co', 'blbqzudq9h']",0,1
hiko love bot orang habis kena kdrt,"['hiko', 'love', 'bot', 'orang', 'habis', 'kena', 'kdrt']",-3,-1
https t co 4q50x7izdz surabaya wali kota surabaya eri cahyadi keluarga korban bakar duga kdrt keras rumah tangga lontar sambikerep nhttps t co jeoq81wh9t https t co kn4vqbefnc,"['https', 't', 'co', '4q50x7izdz', 'surabaya', 'wali', 'kota', 'surabaya', 'eri', 'cahyadi', 'keluarga', 'korban', 'bakar', 'duga', 'kdrt', 'keras', 'rumah', 'tangga', 'lontar', 'sambikerep', 'nhttps', 't', 'co', 'jeoq81wh9t', 'https', 't', 'co', 'kn4vqbefnc']",-4,-1
anggur nafsu sex nikah muda anak lahir paksa kdrt,"['anggur', 'nafsu', 'sex', 'nikah', 'muda', 'anak', 'lahir', 'paksa', 'kdrt']",-8,-1
jaehyukgummy ih tidak kdrt ya jae mah mmff,"['jaehyukgummy', 'ih', 'tidak', 'kdrt', 'ya', 'jae', 'mah', 'mmff']",-5,-1
12,['12'],0,1
tanyakanrl terus bojomu cheating kdrt modar kamu nder tidak bisa cut off,"['tanyakanrl', 'terus', 'bojomu', 'cheating', 'kdrt', 'modar', 'kamu', 'nder', 'tidak', 'bisa', 'cut', 'off']",-10,-1
kaiszerr kdrt luhk,"['kaiszerr', 'kdrt', 'luhk']",0,1
suami istri kdrt selingkuh ngelakuin hal2 tidak benar cba pikirin anak2nya,"['suami', 'istri', 'kdrt', 'selingkuh', 'ngelakuin', 'hal2', 'tidak', 'benar', 'cba', 'pikirin', 'anak2nya']",-12,-1
yyyaa gimana yak pakk kemarin berita kalau tidak kdrt selingkuh ya cerai njadii nyali nikah turun n netapi belum jodoh seh mau tunggu hasen reinkarnasi ya tar ku gass nikah,"['yyyaa', 'gimana', 'yak', 'pakk', 'kemarin', 'berita', 'kalau', 'tidak', 'kdrt', 'selingkuh', 'ya', 'cerai', 'njadii', 'nyali', 'nikah', 'turun', 'n', 'netapi', 'belum', 'jodoh', 'seh', 'mau', 'tunggu', 'hasen', 'reinkarnasi', 'ya', 'tar', 'ku', 'gass', 'nikah']",-19,-1
5,['5'],0,1
,[],0,1
mandatiory sudah kdrt,"['mandatiory', 'sudah', 'kdrt']",1,1
kamu aneh tinggal agama pasang pasang kamu suka kdrt mampus kamu,"['kamu', 'aneh', 'tinggal', 'agama', 'pasang', 'pasang', 'kamu', 'suka', 'kdrt', 'mampus', 'kamu']",0,1
suami istri cerai cba pikirin anak2nya cuma karena ego digedein anak2 yang bingung ibu pisah tidak tahu enak kali ya lihat bgtuan,"['suami', 'istri', 'cerai', 'cba', 'pikirin', 'anak2nya', 'cuma', 'karena', 'ego', 'digedein', 'anak2', 'yang', 'bingung', 'ibu', 'pisah', 'tidak', 'tahu', 'enak', 'kali', 'ya', 'lihat', 'bgtuan']",-22,-1
,[],0,1
fandiadji salima252lagi wkwkwk imam kdrt tidak nafkahin tidak tanggung ya imam kalau yang golong,"['fandiadji', 'salima252lagi', 'wkwkwk', 'imam', 'kdrt', 'tidak', 'nafkahin', 'tidak', 'tanggung', 'ya', 'imam', 'kalau', 'yang', 'golong']",-19,-1
can ppl just stop picking their nose in my bussines ini bude brisik sangat perkara saya pilih tidak ppg tapi honorer mending kamu urusin tuh anak cowok kamu bude yang kdrt istri suka cewe2 ewhhh,"['can', 'ppl', 'just', 'stop', 'picking', 'their', 'nose', 'in', 'my', 'bussines', 'ini', 'bude', 'brisik', 'sangat', 'perkara', 'saya', 'pilih', 'tidak', 'ppg', 'tapi', 'honorer', 'mending', 'kamu', 'urusin', 'tuh', 'anak', 'cowok', 'kamu', 'bude', 'yang', 'kdrt', 'istri', 'suka', 'cewe2', 'ewhhh']",-20,-1
guys sudah liat parah sekali kasihan anak baca komentar emosi https t co y3ardghhqu,"['guys', 'sudah', 'liat', 'parah', 'sekali', 'kasihan', 'anak', 'baca', 'komentar', 'emosi', 'https', 't', 'co', 'y3ardghhqu']",-1,-1
saja ajar jadi media sosial cerai selingkuh kdrt komentar jadi,"['saja', 'ajar', 'jadi', 'media', 'sosial', 'cerai', 'selingkuh', 'kdrt', 'komentar', 'jadi']",-12,-1
belum ngewe khususon cowok tanya cewek ingin diewe kaya gimana saya cewek ingin sangat ngelakuin ssuatu tapi malu bilang dikasarin yang nampar kdrt nampar manja bikin kaget bikin sange kamu tanya langsung cewek sbrp kencang tampar yang bearable doi,"['belum', 'ngewe', 'khususon', 'cowok', 'tanya', 'cewek', 'ingin', 'diewe', 'kaya', 'gimana', 'saya', 'cewek', 'ingin', 'sangat', 'ngelakuin', 'ssuatu', 'tapi', 'malu', 'bilang', 'dikasarin', 'yang', 'nampar', 'kdrt', 'nampar', 'manja', 'bikin', 'kaget', 'bikin', 'sange', 'kamu', 'tanya', 'langsung', 'cewek', 'sbrp', 'kencang', 'tampar', 'yang', 'bearable', 'doi']",-20,-1
syubjinpd sinbyss takol tapi nanti kena uu kdrt tidak si kak mending saya culik mu saja serta pc2 seokjinnya yang mahal2,"['syubjinpd', 'sinbyss', 'takol', 'tapi', 'nanti', 'kena', 'uu', 'kdrt', 'tidak', 'si', 'kak', 'mending', 'saya', 'culik', 'mu', 'saja', 'serta', 'pc2', 'seokjinnya', 'yang', 'mahal2']",-20,-1
kdrt sma lingkung yang saya takutin takut kalau suami saya tidak bisa bimbing saya arah yang naudzubillahimindzaliik,"['kdrt', 'sma', 'lingkung', 'yang', 'saya', 'takutin', 'takut', 'kalau', 'suami', 'saya', 'tidak', 'bisa', 'bimbing', 'saya', 'arah', 'yang', 'naudzubillahimindzaliik']",-31,-1
tanyakanrl bicara panutan2 itu rumah tangga artis2 yang pada tau selingkuh cere kdrt jadi panutan jadi couple goals family goals ko tidak belajar2 ya heran ya gapenting2 sih memang wkw lucu saja gituu,"['tanyakanrl', 'bicara', 'panutan2', 'itu', 'rumah', 'tangga', 'artis2', 'yang', 'pada', 'tau', 'selingkuh', 'cere', 'kdrt', 'jadi', 'panutan', 'jadi', 'couple', 'goals', 'family', 'goals', 'ko', 'tidak', 'belajar2', 'ya', 'heran', 'ya', 'gapenting2', 'sih', 'memang', 'wkw', 'lucu', 'saja', 'gituu']",-19,-1
gesangnurh banyak perempuan takut meni banyak perempuan takut meni suami yang suka kdrt judi mabuk suka main cewek nafkah perempuan tidak meni kaya idealis pilih suami,"['gesangnurh', 'banyak', 'perempuan', 'takut', 'meni', 'banyak', 'perempuan', 'takut', 'meni', 'suami', 'yang', 'suka', 'kdrt', 'judi', 'mabuk', 'suka', 'main', 'cewek', 'nafkah', 'perempuan', 'tidak', 'meni', 'kaya', 'idealis', 'pilih', 'suami']",-5,-1
wkwkwkkwkw pasal ya kdrt tuh,"['wkwkwkkwkw', 'pasal', 'ya', 'kdrt', 'tuh']",-4,-1
buka twt tuu seruu random nyg bikin tidak seru itu berita keras kdrt cerai jahat kaya begal bunuh perkosa keluh kaya gin tidak bisa damkar saja apaya biar cepat tanggap gaperlu nunggu viral,"['buka', 'twt', 'tuu', 'seruu', 'random', 'nyg', 'bikin', 'tidak', 'seru', 'itu', 'berita', 'keras', 'kdrt', 'cerai', 'jahat', 'kaya', 'begal', 'bunuh', 'perkosa', 'keluh', 'kaya', 'gin', 'tidak', 'bisa', 'damkar', 'saja', 'apaya', 'biar', 'cepat', 'tanggap', 'gaperlu', 'nunggu', 'viral']",-37,-1
fandiadji salima252lagi ekonomi tinggal tidak kdrt tanggung suami tugas imam yang bimbing istri surga orang iya urus ibadah privasi tapi kalau sudah langgar agama negur kalau bodo juga yang kena dosa,"['fandiadji', 'salima252lagi', 'ekonomi', 'tinggal', 'tidak', 'kdrt', 'tanggung', 'suami', 'tugas', 'imam', 'yang', 'bimbing', 'istri', 'surga', 'orang', 'iya', 'urus', 'ibadah', 'privasi', 'tapi', 'kalau', 'sudah', 'langgar', 'agama', 'negur', 'kalau', 'bodo', 'juga', 'yang', 'kena', 'dosa']",-34,-1
bluesymphonia gakboleh kdrt keras rumah twitter,"['bluesymphonia', 'gakboleh', 'kdrt', 'keras', 'rumah', 'twitter']",0,1
ini kdrt part ya btw,"['ini', 'kdrt', 'part', 'ya', 'btw']",0,1
siegblackmoon tanyakanrl divhumas polri kdrt,"['siegblackmoon', 'tanyakanrl', 'divhumas', 'polri', 'kdrt']",0,1
tanyakanrl katolik cerai sipil nderrrr tapi tidak nikah cerai sipil karena selingkuh kdrt dan lain,"['tanyakanrl', 'katolik', 'cerai', 'sipil', 'nderrrr', 'tapi', 'tidak', 'nikah', 'cerai', 'sipil', 'karena', 'selingkuh', 'kdrt', 'dan', 'lain']",-26,-1
tanyakanrl laku kdrt nya sudah ketangkep kah,"['tanyakanrl', 'laku', 'kdrt', 'nya', 'sudah', 'ketangkep', 'kah']",1,1
tang kira orang ingin cancel artis cuma karena cerai nbukan karena kdrt budak sexual crime dan lain tapi karena orang cerai nky broooh otak mana,"['tang', 'kira', 'orang', 'ingin', 'cancel', 'artis', 'cuma', 'karena', 'cerai', 'nbukan', 'karena', 'kdrt', 'budak', 'sexual', 'crime', 'dan', 'lain', 'tapi', 'karena', 'orang', 'cerai', 'nky', 'broooh', 'otak', 'mana']",-18,-1
teks kuno hidup rumah tangga orang mesir perkara waris kdrt https t co 4kslqqpx6z,"['teks', 'kuno', 'hidup', 'rumah', 'tangga', 'orang', 'mesir', 'perkara', 'waris', 'kdrt', 'https', 't', 'co', '4kslqqpx6z']",-13,-1
cloudywaltz junghwangall tanyakanrl tahu kak kalau kdrt gantung orang masing2 sih ngatasinnya gimana,"['cloudywaltz', 'junghwangall', 'tanyakanrl', 'tahu', 'kak', 'kalau', 'kdrt', 'gantung', 'orang', 'masing2', 'sih', 'ngatasinnya', 'gimana']",-4,-1
peatwasu fort fts kdrt nama,"['peatwasu', 'fort', 'fts', 'kdrt', 'nama']",0,1
korban kdrt lim ji yeon bintang drama lies hidden in my garden n ncek sinopsis nhttps t co wgmw5smhds n n limjiyeon https t co r2qjysezsi,"['korban', 'kdrt', 'lim', 'ji', 'yeon', 'bintang', 'drama', 'lies', 'hidden', 'in', 'my', 'garden', 'n', 'ncek', 'sinopsis', 'nhttps', 't', 'co', 'wgmw5smhds', 'n', 'n', 'limjiyeon', 'https', 't', 'co', 'r2qjysezsi']",-8,-1
tidak sangka gimana guys n n vid tiktok https t co p3ynstmp6k,"['tidak', 'sangka', 'gimana', 'guys', 'n', 'n', 'vid', 'tiktok', 'https', 't', 'co', 'p3ynstmp6k']",-4,-1
ya kaga campur urus rumah tangga orang saja sudah benar kdrt,"['ya', 'kaga', 'campur', 'urus', 'rumah', 'tangga', 'orang', 'saja', 'sudah', 'benar', 'kdrt']",1,1
viral suami laku kdrt istri aksi siar live facebook lihat anak bersih https t co x1tjxpjrwe https t co dnmkujs2nw,"['viral', 'suami', 'laku', 'kdrt', 'istri', 'aksi', 'siar', 'live', 'facebook', 'lihat', 'anak', 'bersih', 'https', 't', 'co', 'x1tjxpjrwe', 'https', 't', 'co', 'dnmkujs2nw']",8,1
disclaimer n 100 fiksi n bxb area n kandung harsh words adult content n adegan aniaya kdrt n update jadwal n mohon bijak pilih cerita nenjoy,"['disclaimer', 'n', '100', 'fiksi', 'n', 'bxb', 'area', 'n', 'kandung', 'harsh', 'words', 'adult', 'content', 'n', 'adegan', 'aniaya', 'kdrt', 'n', 'update', 'jadwal', 'n', 'mohon', 'bijak', 'pilih', 'cerita', 'nenjoy']",-13,-1
kdrt nhttps t co myubhvzami,"['kdrt', 'nhttps', 't', 'co', 'myubhvzami']",0,1
,[],0,1
lebam kdrt,"['lebam', 'kdrt']",0,1
sosmedkeras benar ingin cepat nikah kenapa saja berita selingkuh cere kdrt bikin takut,"['sosmedkeras', 'benar', 'ingin', 'cepat', 'nikah', 'kenapa', 'saja', 'berita', 'selingkuh', 'cere', 'kdrt', 'bikin', 'takut']",-18,-1
,[],0,1
tidak nyambung n tidak sangkut paut cowok emosi hobi kdrt cewek yang cerewet n nkalo sudah sono suka gebugin orang cewek diam juga digebugin,"['tidak', 'nyambung', 'n', 'tidak', 'sangkut', 'paut', 'cowok', 'emosi', 'hobi', 'kdrt', 'cewek', 'yang', 'cerewet', 'n', 'nkalo', 'sudah', 'sono', 'suka', 'gebugin', 'orang', 'cewek', 'diam', 'juga', 'digebugin']",-22,-1
younghotbaby aduuuuh komen yaa biar tidak nyudutin inti dukung kdrt dengen nasihat cari pasang yang jadi,"['younghotbaby', 'aduuuuh', 'komen', 'yaa', 'biar', 'tidak', 'nyudutin', 'inti', 'dukung', 'kdrt', 'dengen', 'nasihat', 'cari', 'pasang', 'yang', 'jadi']",-9,-1
markhyuck local au marriage life n n it s hurt s n ncinta maksud sakit dapat mas n ntw blood perkosa kdrt 18 n n anjaiiahengg https t co iddhjthefp,"['markhyuck', 'local', 'au', 'marriage', 'life', 'n', 'n', 'it', 's', 'hurt', 's', 'n', 'ncinta', 'maksud', 'sakit', 'dapat', 'mas', 'n', 'ntw', 'blood', 'perkosa', 'kdrt', '18', 'n', 'n', 'anjaiiahengg', 'https', 't', 'co', 'iddhjthefp']",-5,-1
acara desta hendri siregar ban tindak keras rumah tangga kdrt konflik rumah tangga klien natasha rizki nhttps t co zsmslkhstc,"['acara', 'desta', 'hendri', 'siregar', 'ban', 'tindak', 'keras', 'rumah', 'tangga', 'kdrt', 'konflik', 'rumah', 'tangga', 'klien', 'natasha', 'rizki', 'nhttps', 't', 'co', 'zsmslkhstc']",8,1
,[],0,1
cattawinc junghwangall tanyakanrl serius tanya kalau kdrt ingin cerai maaf ekonomi keluarga tidak vatikan kalau mirip begitu gimana,"['cattawinc', 'junghwangall', 'tanyakanrl', 'serius', 'tanya', 'kalau', 'kdrt', 'ingin', 'cerai', 'maaf', 'ekonomi', 'keluarga', 'tidak', 'vatikan', 'kalau', 'mirip', 'begitu', 'gimana']",-17,-1
joenomad tanyakanrl cewek yang nikah pilih cowok yang dengar ajak kerjasama protes sedikit bilang nuntut komunikasi bagus biar tidak tidak egois tidak kasih opini jelek yang normalisasi kdrt kalau lagi kesal biar mental jaga badan tidak remuk jadi samsak emosi,"['joenomad', 'tanyakanrl', 'cewek', 'yang', 'nikah', 'pilih', 'cowok', 'yang', 'dengar', 'ajak', 'kerjasama', 'protes', 'sedikit', 'bilang', 'nuntut', 'komunikasi', 'bagus', 'biar', 'tidak', 'tidak', 'egois', 'tidak', 'kasih', 'opini', 'jelek', 'yang', 'normalisasi', 'kdrt', 'kalau', 'lagi', 'kesal', 'biar', 'mental', 'jaga', 'badan', 'tidak', 'remuk', 'jadi', 'samsak', 'emosi']",-67,-1
txtdariyovi inti stop kdrt,"['txtdariyovi', 'inti', 'stop', 'kdrt']",0,1
joenomad tidak usah komen kalau begitu kak tidak benar kdrt yaudah wajarin alas cewek pintar pintar cari pasang cowok cari tidak cerewet salah mah salah saja kak,"['joenomad', 'tidak', 'usah', 'komen', 'kalau', 'begitu', 'kak', 'tidak', 'benar', 'kdrt', 'yaudah', 'wajarin', 'alas', 'cewek', 'pintar', 'pintar', 'cari', 'pasang', 'cowok', 'cari', 'tidak', 'cerewet', 'salah', 'mah', 'salah', 'saja', 'kak']",-44,-1
themostchic tang kira sudah dijelasin kak benar kabur tahan tahanin takut adik korban gin korban tidak kabur tameng adik ibu kdrt bapak,"['themostchic', 'tang', 'kira', 'sudah', 'dijelasin', 'kak', 'benar', 'kabur', 'tahan', 'tahanin', 'takut', 'adik', 'korban', 'gin', 'korban', 'tidak', 'kabur', 'tameng', 'adik', 'ibu', 'kdrt', 'bapak']",-22,-1
